# Scan: control map1 #1
# Date: 2017 09 20 16:05:01
# Facility: CLS VESPERS Beamline
# 
# Configuration of the Scan
# 
# Fluorescence Detector:	Four Element Vortex Detector
# I0:	Imini - The small ion chamber immediately after the KB mirror box.
# 
# Regions Of Interest
# Ca Ka1	3608.14 eV	3775.22 eV
# Ca Ka2	3604.59 eV	3771.59 eV
# Cr Ka1	5313.54 eV	5515.9 eV
# Cr Ka2	5304.42 eV	5506.6 eV
# Zn Ka1	8511.06 eV	8766.66 eV
# Cu Ka1	7924.43 eV	8171.13 eV
# Ni Ka1	7359.25 eV	7597.05 eV
# Fe Ka1	6293.81 eV	6513.87 eV
# Fe Kb1	6942.46 eV	7173.5 eV
# Sr Ka1	14001.4 eV	14328.6 eV
# Sr Ka2	13934.6 eV	14261.2 eV
# Pb La1	10410.3 eV	10692.7 eV
# Pb Lb1	12459.3 eV	12768.1 eV
# Mn Ka1	5793.15 eV	6004.35 eV
# Mn Ka2	5782.14 eV	5993.16 eV
# Zn Ka2	8488.15 eV	8743.41 eV
# Zn Kb1	9437.47 eV	9706.53 eV
# W La1	8271.6 eV	8523.6 eV
# W Lb1	9537.12 eV	9807.58 eV
# 
# Using pseudo motors: H and V.
# 
# Map Dimensions
# X Axis
# Start:	-5.27 mm	End:	-3.47 mm
# Step Size:	0.035 mm
# Y Axis
# Start:	-0.042 mm	End:	1.358 mm
# Step Size:	0.035 mm
# 
# Focus position:	-0.41 mm
# 
# 
# 
# Fluorescence detector (4-el Vortex) distance to sample:	49.9 mm
# Beam used:	Pink
# Filter thickness (aluminum):	450 μm
# Horizontal slit separation:	0.1 mm
# Vertical slit separation:	0.1 mm
# Gas used in ion chambers:	N2
# 
# Ion Chamber Gain Settings
# Split:	20 nA/V
# Pre-KB:	50 nA/V
# Mini:	500 pA/V
# Post:	20 nA/V
# 
# 
# -------------------------------------
# H	V	SampleHFeedback 	SampleVFeedback 	SplitIonChamber 	PreKBIonChamber 	MiniIonChamber 	PostIonChamber 	MasterDwellTime 	RingCurrent 	FourElementVortexDeadTime1 	FourElementVortexDeadTime2 	FourElementVortexDeadTime3 	FourElementVortexDeadTime4 	FourElementVortexRealTime1 	FourElementVortexRealTime2 	FourElementVortexRealTime3 	FourElementVortexRealTime4 	FourElementVortexLiveTime1 	FourElementVortexLiveTime2 	FourElementVortexLiveTime3 	FourElementVortexLiveTime4 	FourElementVortexFastPeaks1 	FourElementVortexFastPeaks2 	FourElementVortexFastPeaks3 	FourElementVortexFastPeaks4 	FourElementVortexSlowPeaks1 	FourElementVortexSlowPeaks2 	FourElementVortexSlowPeaks3 	FourElementVortexSlowPeaks4 	CaKa1 	norm_CaKa1 	CaKa2 	norm_CaKa2 	CrKa1 	norm_CrKa1 	CrKa2 	norm_CrKa2 	ZnKa1 	norm_ZnKa1 	CuKa1 	norm_CuKa1 	NiKa1 	norm_NiKa1 	FeKa1 	norm_FeKa1 	FeKb1 	norm_FeKb1 	SrKa1 	norm_SrKa1 	SrKa2 	norm_SrKa2 	PbLa1 	norm_PbLa1 	PbLb1 	norm_PbLb1 	MnKa1 	norm_MnKa1 	MnKa2 	norm_MnKa2 	ZnKa2 	norm_ZnKa2 	ZnKb1 	norm_ZnKb1 	WLa1 	norm_WLa1 	WLb1 	norm_WLb1 	

-5.27	-0.042	-5.27	-0.0420729	4.35162e+06	1.67709e+06	1.98527e+06	1.03719e+06	6	177.627	20.6139	22.0616	18.3205	16.7307	5.01213	5.00513	5.00613	5.00713	4.71776	4.69451	4.74999	4.77063	175778	183782	154554	138526	140154	140154	140154	140154	664.555	0.000334743	664.555	0.000334743	953.387	0.000480231	961.766	0.000484451	1852.7	0.000933224	2389.07	0.0012034	1937.72	0.000976051	3295.27	0.00165986	1011.21	0.000509358	29580.6	0.0149001	30213.9	0.0152191	7360.14	0.00370737	22692	0.0114302	858.991	0.000432682	858.866	0.000432619	1890.99	0.000952509	2672.18	0.00134601	1029.85	0.000518745	2893.14	0.0014573	
-5.235	-0.042	-5.2355	-0.0420729	4.35203e+06	1.67744e+06	1.98459e+06	1.03824e+06	6	177.616	20.7778	21.8569	18.1293	16.4249	6.01193	6.00492	6.0059	6.0069	5.65801	5.63809	5.70058	5.72561	210590	219349	183966	164909	167626	167626	167626	167626	647.614	0.000326321	647.614	0.000326321	866.432	0.00043658	890.03	0.000448471	1898.35	0.000956546	2277.64	0.00114767	2031.93	0.00102385	3258.77	0.00164204	1087.9	0.000548175	29736	0.0149835	30454.7	0.0153456	7558	0.00380835	22714.6	0.0114455	856.414	0.000431532	860.957	0.000433822	1908.44	0.00096163	2811.52	0.00141668	1044.03	0.000526067	2998.17	0.00151073	
-5.2	-0.042	-5.2004	-0.0420729	4.35198e+06	1.67761e+06	1.98466e+06	1.03932e+06	6	177.601	20.6896	21.873	18.3613	16.4736	6.01199	6.00502	6.006	6.00698	5.66045	5.63564	5.70148	5.72514	209666	218895	184653	164863	166761	166761	166761	166761	650.909	0.00032797	650.909	0.00032797	891.48	0.000449185	907.566	0.00045729	1850.96	0.000932633	2369.44	0.00119388	1946.62	0.000980831	3294.85	0.00166016	1057.32	0.000532747	29436.7	0.0148321	29871.5	0.0150512	7490.13	0.00377401	22436.4	0.0113049	943.049	0.000475169	931.336	0.000469267	1862.96	0.000938677	2855.75	0.00143891	949.34	0.000478338	3204.46	0.00161461	
-5.165	-0.042	-5.1656	-0.0420729	4.35202e+06	1.67810e+06	1.98504e+06	1.04038e+06	6	177.59	20.8265	21.7516	18.2627	16.3442	6.0119	6.00478	6.00582	6.0069	5.65906	5.63534	5.70159	5.72733	209616	219056	183471	164511	166571	166571	166571	166571	672.064	0.000338565	672.064	0.000338565	881.168	0.000443905	893.296	0.000450015	1920.45	0.000967465	2272.86	0.001145	2117.76	0.00106686	3268.63	0.00164664	965.956	0.000486619	29169.9	0.0146949	29861.6	0.0150433	7395.58	0.00372567	22149.7	0.0111584	893.885	0.000450312	895.053	0.0004509	1941.31	0.000977973	2684.76	0.0013525	992.898	0.000500192	2975.06	0.00149874	
-5.13	-0.042	-5.13	-0.0420729	4.35166e+06	1.67738e+06	1.9832e+06	1.04067e+06	6	177.579	20.5673	21.7874	18.1009	16.5599	6.01177	6.00477	6.00569	6.00682	5.6594	5.63705	5.701	5.72855	208859	218653	183784	164919	166566	166566	166566	166566	619.22	0.000312233	619.22	0.000312233	902.751	0.000455199	909.849	0.000458778	1900.26	0.00095818	2394.96	0.00120762	2073.11	0.00104534	3306.11	0.00166706	1009.59	0.00050907	28955.1	0.0146002	29406.2	0.0148276	7386.22	0.00372439	22206.4	0.0111972	810.815	0.000408842	807.106	0.000406971	1926.46	0.000971388	2718.34	0.00137068	986.95	0.000497655	2970.69	0.00149793	
-5.095	-0.042	-5.0957	-0.0420729	4.35237e+06	1.67883e+06	1.98507e+06	1.04329e+06	6	177.565	20.4737	21.8072	18.1724	16.5911	6.01206	6.00495	6.00606	6.00703	5.66476	5.63731	5.70107	5.72776	208417	218941	184032	164367	166293	166293	166293	166293	672.602	0.00033883	672.602	0.00033883	987.421	0.000497424	1003.63	0.000505591	1914.07	0.000964231	2353.88	0.00118579	2093.64	0.00105469	3459.81	0.00174291	1053.05	0.000530485	29143.7	0.0146814	29767.5	0.0149957	7394.91	0.00372526	21918.8	0.0110418	877.382	0.000441991	872.301	0.000439431	1938.28	0.000976429	2605.63	0.00131261	1051.8	0.000529854	2890.11	0.00145592	
-5.06	-0.042	-5.0605	-0.0420729	4.3527e+06	1.67954e+06	1.9855e+06	1.04450e+06	6	177.554	20.5591	21.7501	18.0736	16.5051	6.01191	6.00491	6.00591	6.00686	5.66199	5.63871	5.70536	5.72752	208467	218596	182877	163839	166150	166150	166150	166150	604.168	0.000304291	604.168	0.000304291	853.555	0.000429896	857.49	0.000431877	1861.51	0.000937556	2230.68	0.00112349	1897.55	0.000955709	3282.36	0.00165317	1024.02	0.000515751	29196.1	0.0147047	29689.9	0.0149534	7302.66	0.003678	22126.9	0.0111443	870.803	0.000438582	866.398	0.000436364	1886.41	0.000950094	2654.13	0.00133676	1011.66	0.000509523	2955.6	0.0014886	
-5.025	-0.042	-5.025	-0.0420729	4.35247e+06	1.67911e+06	1.98465e+06	1.04164e+06	6	177.542	20.4633	21.5594	18.0839	16.4958	6.01202	6.00501	6.00602	6.00689	5.66189	5.63829	5.70288	5.72773	208796	217086	183027	163866	166574	166574	166574	166574	661.716	0.000333418	661.716	0.000333418	894.633	0.000450777	909.555	0.000458296	1945.24	0.000980146	2242.16	0.00112975	2082.84	0.00104948	3287.33	0.00165638	1022.06	0.000514985	29309.5	0.0147681	30082.3	0.0151575	7375.57	0.00371631	22197.9	0.0111848	901.18	0.000454076	885.306	0.000446077	1933.04	0.000973995	2729.72	0.00137542	1013.33	0.000510583	2914.52	0.00146853	
-4.99	-0.042	-4.9901	-0.0420729	4.352e+06	1.67869e+06	1.98458e+06	1.04116e+06	6	177.53	20.8529	21.8312	18.1306	16.4138	6.01176	6.00475	6.0058	6.0068	5.66122	5.6364	5.70216	5.72652	208611	219415	183013	164460	165702	165702	165702	165702	624.922	0.000314889	624.922	0.000314889	878.552	0.000442689	902.26	0.000454636	1943.18	0.000979138	2231.68	0.00112451	1995.56	0.00100553	3387.77	0.00170705	1028.72	0.000518359	29401.8	0.0148152	30163.7	0.015199	7439.92	0.00374887	22255.7	0.0112143	873.458	0.000440123	867.52	0.000437131	1952.74	0.000983958	2762.68	0.00139207	1030.48	0.000519243	3030.31	0.00152693	
-4.955	-0.042	-4.9559	-0.0420729	4.35246e+06	1.68001e+06	1.9862e+06	1.04207e+06	6	177.518	20.4923	21.5627	18.0835	16.4632	6.01183	6.0049	6.00593	6.00695	5.66372	5.64035	5.70206	5.72644	208304	217884	183487	164381	166044	166044	166044	166044	594.483	0.000299307	594.483	0.000299307	857.193	0.000431575	878.25	0.000442177	1833.37	0.000923058	2233.44	0.00112448	2060.35	0.00103734	3255.93	0.00163928	954.521	0.000480577	29418.3	0.0148114	30251.3	0.0152308	7265.98	0.00365824	22173.9	0.011164	873.9	0.000439987	881.277	0.000443701	1856.72	0.000934812	2660	0.00133924	972.264	0.00048951	2919.62	0.00146995	
